 #r(A)        ρ(r)_raw       ρ_smooth(r)         Base
   11.5700      0.0359259      0.0352960      0.0409028
   11.5900      0.0327228      0.0337618      0.0408064
   11.6100      0.0307323      0.0324165      0.0407099
   11.6300      0.0324981      0.0315142      0.0406145
   11.6500      0.0302032      0.0310322      0.0405202
   11.6700      0.0314144      0.0312429      0.0404280
   11.6900      0.0303131      0.0308005      0.0403377
   11.7100      0.0317854      0.0304477      0.0402496
   11.7300      0.0302862      0.0306979      0.0401638
   11.7500      0.0284393      0.0306665      0.0400802
   11.7700      0.0326654      0.0307010      0.0399992
   11.7900      0.0301564      0.0309255      0.0399198
   11.8100      0.0319576      0.0320872      0.0398423
   11.8300      0.0314085      0.0329328      0.0397662
   11.8500      0.0342482      0.0341069      0.0396915
   11.8700      0.0368933      0.0360282      0.0396174
   11.8900      0.0360270      0.0372073      0.0395437
   11.9100      0.0415640      0.0384074      0.0394698
   11.9300      0.0373039      0.0391291      0.0393943
   11.9500      0.0402486      0.0398082      0.0393182
   11.9700      0.0405020      0.0388913      0.0392407
   11.9900      0.0394223      0.0380768      0.0391614
   12.0100      0.0369798      0.0373230      0.0390806
   12.0300      0.0332310      0.0358756      0.0389985
   12.0500      0.0364796      0.0341999      0.0389154
   12.0700      0.0332654      0.0325543      0.0388310
   12.0900      0.0310436      0.0313543      0.0387458
   12.1100      0.0287521      0.0292692      0.0386600
   12.1300      0.0272308      0.0278181      0.0385740
   12.1500      0.0260539      0.0266780      0.0384887
   12.1700      0.0260100      0.0261038      0.0384047
   12.1900      0.0253431      0.0257097      0.0383224
   12.2100      0.0258813      0.0258142      0.0382427
   12.2300      0.0252601      0.0264925      0.0381661
   12.2500      0.0265765      0.0278000      0.0380934
   12.2700      0.0294014      0.0291421      0.0380245
   12.2900      0.0318807      0.0315376      0.0379594
   12.3100      0.0325920      0.0342933      0.0378976
   12.3300      0.0372375      0.0371197      0.0378389
   12.3500      0.0403551      0.0399127      0.0377822
   12.3700      0.0435331      0.0425660      0.0377272
   12.3900      0.0458458      0.0450678      0.0376727
   12.4100      0.0458585      0.0470576      0.0376178
   12.4300      0.0497467      0.0485224      0.0375619
   12.4500      0.0503039      0.0497534      0.0375039
   12.4700      0.0508573      0.0504910      0.0374441
   12.4900      0.0520005      0.0498373      0.0373820
   12.5100      0.0495464      0.0488310      0.0373171
   12.5300      0.0464785      0.0474820      0.0372496
   12.5500      0.0452722      0.0455103      0.0371798
   12.5700      0.0441124      0.0429932      0.0371083
   12.5900      0.0421418      0.0415152      0.0370353
   12.6100      0.0369610      0.0397600      0.0369613
   12.6300      0.0390888      0.0380292      0.0368873
   12.6500      0.0364962      0.0370458      0.0368130
   12.6700      0.0354581      0.0364255      0.0367388
   12.6900      0.0372249      0.0357393      0.0366648
   12.7100      0.0338594      0.0358759      0.0365909
   12.7300      0.0356579      0.0360833      0.0365177
   12.7500      0.0371792      0.0362164      0.0364451
   12.7700      0.0364949      0.0376460      0.0363728
   12.7900      0.0378905      0.0386004      0.0363018
   12.8100      0.0410077      0.0403695      0.0362317
   12.8300      0.0404299      0.0422468      0.0361623
   12.8500      0.0460245      0.0446192      0.0360936
   12.8700      0.0458816      0.0469521      0.0360252
   12.8900      0.0497522      0.0496487      0.0359572
   12.9100      0.0526726      0.0511932      0.0358889
   12.9300      0.0539129      0.0525862      0.0358197
   12.9500      0.0537465      0.0529239      0.0357496
   12.9700      0.0528469      0.0530470      0.0356781
   12.9900      0.0514404      0.0529331      0.0356050
   13.0100      0.0532884      0.0516452      0.0355303
   13.0300      0.0533431      0.0504577      0.0354532
   13.0500      0.0473071      0.0494508      0.0353737
   13.0700      0.0469095      0.0478377      0.0352929
   13.0900      0.0464060      0.0452049      0.0352105
   13.1100      0.0452228      0.0438620      0.0351265
   13.1300      0.0401791      0.0422394      0.0350410
   13.1500      0.0405925      0.0411269      0.0349553
   13.1700      0.0387965      0.0395683      0.0348692
   13.1900      0.0408435      0.0385937      0.0347828
   13.2100      0.0374298      0.0372127      0.0346953
   13.2300      0.0353063      0.0359954      0.0346071
   13.2500      0.0336877      0.0341952      0.0345188
   13.2700      0.0327097      0.0322361      0.0344303
   13.2900      0.0318424      0.0308451      0.0343416
   13.3100      0.0276347      0.0299894      0.0342528
   13.3300      0.0283509      0.0290837      0.0341648
   13.3500      0.0294091      0.0277356      0.0340774
   13.3700      0.0281815      0.0272346      0.0339908
   13.3900      0.0251017      0.0262127      0.0339050
   13.4100      0.0251299      0.0250744      0.0338206
   13.4300      0.0232410      0.0235416      0.0337378
   13.4500      0.0237180      0.0226261      0.0336569
   13.4700      0.0205173      0.0214966      0.0335782
   13.4900      0.0205243      0.0203625      0.0335018
   13.5100      0.0194827      0.0192840      0.0334278
   13.5300      0.0175703      0.0187343      0.0333564
   13.5500      0.0183255      0.0177582      0.0332878
   13.5700      0.0177686      0.0172212      0.0332217
   13.5900      0.0156439      0.0169970      0.0331578
   13.6100      0.0167978      0.0171953      0.0330966
   13.6300      0.0164494      0.0174541      0.0330374
   13.6500      0.0193170      0.0179949      0.0329800
   13.6700      0.0190623      0.0189051      0.0329240
   13.6900      0.0183479      0.0203245      0.0328692
   13.7100      0.0213489      0.0216726      0.0328158
   13.7300      0.0235464      0.0234342      0.0327631
   13.7500      0.0260576      0.0258875      0.0327109
   13.7700      0.0278704      0.0283184      0.0326585
   13.7900      0.0306140      0.0307811      0.0326053
   13.8100      0.0335035      0.0330877      0.0325514
   13.8300      0.0358597      0.0354593      0.0324958
   13.8500      0.0375907      0.0371698      0.0324381
   13.8700      0.0397288      0.0380438      0.0323782
   13.8900      0.0391664      0.0381003      0.0323159
   13.9100      0.0378733      0.0378533      0.0322514
   13.9300      0.0361421      0.0365379      0.0321850
   13.9500      0.0363558      0.0350006      0.0321175
   13.9700      0.0331517      0.0333642      0.0320486
   13.9900      0.0314798      0.0317373      0.0319792
   14.0100      0.0296916      0.0297327      0.0319097
   14.0300      0.0280074      0.0283726      0.0318403
   14.0500      0.0263328      0.0273071      0.0317712
   14.0700      0.0263515      0.0261007      0.0317025
   14.0900      0.0261524      0.0256569      0.0316344
   14.1100      0.0236596      0.0256259      0.0315666
   14.1300      0.0257881      0.0260806      0.0314997
   14.1500      0.0261777      0.0267184      0.0314330
   14.1700      0.0286251      0.0284620      0.0313665
   14.1900      0.0293416      0.0303776      0.0312995
   14.2100      0.0323776      0.0325481      0.0312323
   14.2300      0.0353660      0.0343478      0.0311637
   14.2500      0.0370301      0.0363883      0.0310937
   14.2700      0.0376237      0.0376186      0.0310217
   14.2900      0.0395440      0.0385063      0.0309479
   14.3100      0.0385291      0.0390390      0.0308721
   14.3300      0.0398046      0.0401903      0.0307950
   14.3500      0.0396937      0.0400927      0.0307162
   14.3700      0.0433802      0.0402477      0.0306361
   14.3900      0.0390559      0.0392720      0.0305543
   14.4100      0.0393044      0.0384116      0.0304720
   14.4300      0.0349261      0.0368945      0.0303891
   14.4500      0.0353912      0.0360049      0.0303065
   14.4700      0.0357947      0.0347885      0.0302244
   14.4900      0.0346080      0.0340903      0.0301428
   14.5100      0.0332225      0.0331302      0.0300618
   14.5300      0.0314351      0.0318050      0.0299818
   14.5500      0.0305905      0.0306258      0.0299028
   14.5700      0.0291688      0.0298468      0.0298250
   14.5900      0.0287119      0.0291035      0.0297483
   14.6100      0.0293275      0.0288764      0.0296729
   14.6300      0.0277186      0.0289176      0.0295983
   14.6500      0.0294552      0.0285822      0.0295246
   14.6700      0.0293749      0.0285256      0.0294516
   14.6900      0.0270349      0.0286611      0.0293792
   14.7100      0.0290442      0.0285418      0.0293077
   14.7300      0.0283963      0.0284908      0.0292369
   14.7500      0.0288585      0.0291009      0.0291665
   14.7700      0.0291200      0.0290509      0.0290966
   14.7900      0.0300856      0.0291318      0.0290269
   14.8100      0.0287941      0.0288023      0.0289573
   14.8300      0.0288006      0.0287522      0.0288880
   14.8500      0.0272114      0.0279143      0.0288192
   14.8700      0.0288693      0.0280927      0.0287509
   14.8900      0.0258959      0.0281211      0.0286834
   14.9100      0.0296865      0.0282640      0.0286172
   14.9300      0.0289424      0.0281761      0.0285519
   14.9500      0.0279258      0.0288930      0.0284881
   14.9700      0.0284298      0.0291758      0.0284260
   14.9900      0.0294804      0.0295637      0.0283655
   15.0100      0.0311008      0.0306344      0.0283066
   15.0300      0.0308815      0.0318042      0.0282487
   15.0500      0.0332797      0.0330332      0.0281922
   15.0700      0.0342788      0.0340165      0.0281364
   15.0900      0.0356249      0.0353536      0.0280807
   15.1100      0.0360174      0.0366970      0.0280248
   15.1300      0.0375673      0.0373152      0.0279685
   15.1500      0.0399966      0.0373394      0.0279113
   15.1700      0.0373695      0.0371222      0.0278522
   15.1900      0.0357461      0.0364756      0.0277918
   15.2100      0.0349316      0.0348207      0.0277301
   15.2300      0.0343342      0.0336853      0.0276676
   15.2500      0.0317224      0.0325728      0.0276040
   15.2700      0.0316923      0.0310016      0.0275396
   15.2900      0.0301834      0.0291785      0.0274742
   15.3100      0.0270757      0.0278018      0.0274080
   15.3300      0.0252188      0.0267056      0.0273415
   15.3500      0.0248387      0.0253085      0.0272749
   15.3700      0.0262114      0.0243649      0.0272083
   15.3900      0.0231980      0.0236152      0.0271415
   15.4100      0.0223579      0.0231890      0.0270751
   15.4300      0.0214702      0.0224869      0.0270088
   15.4500      0.0227078      0.0221647      0.0269429
   15.4700      0.0227007      0.0219584      0.0268770
   15.4900      0.0215872      0.0221746      0.0268111
   15.5100      0.0213263      0.0223002      0.0267450
   15.5300      0.0225512      0.0222676      0.0266787
   15.5500      0.0233358      0.0222733      0.0266119
   15.5700      0.0225374      0.0225431      0.0265441
   15.5900      0.0216160      0.0222430      0.0264756
   15.6100      0.0226754      0.0216391      0.0264063
   15.6300      0.0210506      0.0212801      0.0263358
   15.6500      0.0203163      0.0209041      0.0262647
   15.6700      0.0207421      0.0203613      0.0261929
   15.6900      0.0197363      0.0200036      0.0261206
   15.7100      0.0199612      0.0199919      0.0260479
   15.7300      0.0192618      0.0197508      0.0259748
   15.7500      0.0202582      0.0198347      0.0259016
   15.7700      0.0195366      0.0199968      0.0258286
   15.7900      0.0201557      0.0200566      0.0257560
   15.8100      0.0207716      0.0197698      0.0256840
   15.8300      0.0195612      0.0200295      0.0256127
   15.8500      0.0188238      0.0201110      0.0255425
   15.8700      0.0208354      0.0199126      0.0254739
   15.8900      0.0205630      0.0198928      0.0254067
   15.9100      0.0197796      0.0201612      0.0253411
   15.9300      0.0194624      0.0202303      0.0252773
   15.9500      0.0201659      0.0201693      0.0252153
   15.9700      0.0211805      0.0205777      0.0251548
   15.9900      0.0202583      0.0209233      0.0250956
   16.0100      0.0218214      0.0212758      0.0250376
   16.0300      0.0211904      0.0216010      0.0249804
   16.0500      0.0219285      0.0220801      0.0249239
   16.0700      0.0228062      0.0223972      0.0248677
   16.0900      0.0226542      0.0228953      0.0248115
   16.1100      0.0234068      0.0237596      0.0247554
   16.1300      0.0236809      0.0244164      0.0246992
   16.1500      0.0262497      0.0253027      0.0246423
   16.1700      0.0260903      0.0264668      0.0245848
   16.1900      0.0270858      0.0271305      0.0245264
   16.2100      0.0292275      0.0277441      0.0244672
   16.2300      0.0269993      0.0281886      0.0244069
   16.2500      0.0293176      0.0288574      0.0243463
   16.2700      0.0283127      0.0290830      0.0242851
   16.2900      0.0304301      0.0298783      0.0242238
   16.3100      0.0303555      0.0299176      0.0241620
   16.3300      0.0309757      0.0300330      0.0240998
   16.3500      0.0295143      0.0298256      0.0240370
   16.3700      0.0288893      0.0296372      0.0239741
   16.3900      0.0293934      0.0288622      0.0239112
   16.4100      0.0294135      0.0282888      0.0238486
   16.4300      0.0271007      0.0277682      0.0237859
   16.4500      0.0266470      0.0271159      0.0237237
   16.4700      0.0262865      0.0260529      0.0236615
   16.4900      0.0261319      0.0255808      0.0235996
   16.5100      0.0240982      0.0251785      0.0235379
   16.5300      0.0247403      0.0250253      0.0234767
   16.5500      0.0246355      0.0248772      0.0234155
   16.5700      0.0255204      0.0251505      0.0233542
   16.5900      0.0253916      0.0254171      0.0232926
   16.6100      0.0254648      0.0257812      0.0232306
   16.6300      0.0260733      0.0262001      0.0231680
   16.6500      0.0264561      0.0267777      0.0231048
   16.6700      0.0276145      0.0272077      0.0230406
   16.6900      0.0282797      0.0276882      0.0229755
   16.7100      0.0276151      0.0277352      0.0229092
   16.7300      0.0284755      0.0274939      0.0228416
   16.7500      0.0266912      0.0266953      0.0227728
   16.7700      0.0264081      0.0260399      0.0227032
   16.7900      0.0242866      0.0247998      0.0226329
   16.8100      0.0243381      0.0237625      0.0225624
   16.8300      0.0222751      0.0224246      0.0224918
   16.8500      0.0215047      0.0215362      0.0224215
   16.8700      0.0197184      0.0204296      0.0223514
   16.8900      0.0198448      0.0199894      0.0222819
   16.9100      0.0188048      0.0194746      0.0222131
   16.9300      0.0200742      0.0195012      0.0221450
   16.9500      0.0189310      0.0195573      0.0220776
   16.9700      0.0198511      0.0200381      0.0220111
   16.9900      0.0201252      0.0202805      0.0219452
   17.0100      0.0212087      0.0210730      0.0218799
   17.0300      0.0212867      0.0212512      0.0218149
   17.0500      0.0228932      0.0216439      0.0217505
   17.0700      0.0207421      0.0219150      0.0216863
   17.0900      0.0220887      0.0217518      0.0216230
   17.1100      0.0225643      0.0214467      0.0215604
   17.1300      0.0204708      0.0214948      0.0214984
   17.1500      0.0213677      0.0211051      0.0214375
   17.1700      0.0209828      0.0206193      0.0213779
   17.1900      0.0201401      0.0206426      0.0213196
   17.2100      0.0201350      0.0203608      0.0212625
   17.2300      0.0205874      0.0200764      0.0212066
   17.2500      0.0199588      0.0199969      0.0211516
   17.2700      0.0195607      0.0198516      0.0210975
   17.2900      0.0197426      0.0197015      0.0210440
   17.3100      0.0194086      0.0199673      0.0209913
   17.3300      0.0198366      0.0203766      0.0209392
   17.3500      0.0212880      0.0205355      0.0208875
   17.3700      0.0216074      0.0210532      0.0208354
   17.3900      0.0205370      0.0214467      0.0207830
   17.4100      0.0219970      0.0214508      0.0207306
   17.4300      0.0218043      0.0215107      0.0206777
   17.4500      0.0213083      0.0216899      0.0206241
   17.4700      0.0219068      0.0215310      0.0205699
   17.4900      0.0214330      0.0212082      0.0205152
   17.5100      0.0212028      0.0209954      0.0204600
   17.5300      0.0201901      0.0204817      0.0204041
   17.5500      0.0202444      0.0198824      0.0203478
   17.5700      0.0193384      0.0192969      0.0202913
   17.5900      0.0184365      0.0187785      0.0202346
   17.6100      0.0182752      0.0184395      0.0201780
   17.6300      0.0175981      0.0181348      0.0201214
   17.6500      0.0185491      0.0176947      0.0200651
   17.6700      0.0178151      0.0173662      0.0200085
   17.6900      0.0162361      0.0173894      0.0199518
   17.7100      0.0166325      0.0169755      0.0198955
   17.7300      0.0177144      0.0169785      0.0198392
   17.7500      0.0164792      0.0173907      0.0197828
   17.7700      0.0178302      0.0176026      0.0197264
   17.7900      0.0182974      0.0177067      0.0196699
   17.8100      0.0176919      0.0179101      0.0196130
   17.8300      0.0182348      0.0178239      0.0195559
   17.8500      0.0174964      0.0178333      0.0194985
   17.8700      0.0173993      0.0179825      0.0194407
   17.8900      0.0183441      0.0179765      0.0193826
   17.9100      0.0184379      0.0183668      0.0193242
   17.9300      0.0182048      0.0187755      0.0192654
   17.9500      0.0194480      0.0190439      0.0192062
   17.9700      0.0194429      0.0193038      0.0191462
   17.9900      0.0196859      0.0196319      0.0190854
   18.0100      0.0197373      0.0197064      0.0190240
   18.0300      0.0198455      0.0196068      0.0189618
   18.0500      0.0198205      0.0194955      0.0188988
   18.0700      0.0189447      0.0195800      0.0188351
   18.0900      0.0191293      0.0194199      0.0187710
   18.1100      0.0201600      0.0190502      0.0187064
   18.1300      0.0190449      0.0190460      0.0186411
   18.1500      0.0179723      0.0187653      0.0185756
   18.1700      0.0189238      0.0182966      0.0185100
   18.1900      0.0177254      0.0180395      0.0184444
   18.2100      0.0178168      0.0180484      0.0183791
   18.2300      0.0177591      0.0177481      0.0183141
   18.2500      0.0180168      0.0178128      0.0182498
   18.2700      0.0174225      0.0179103      0.0181858
   18.2900      0.0180488      0.0178863      0.0181227
   18.3100      0.0183040      0.0177775      0.0180602
   18.3300      0.0176394      0.0178787      0.0179983
   18.3500      0.0174726      0.0177811      0.0179373
   18.3700      0.0179285      0.0179236      0.0178773
   18.3900      0.0175610      0.0181181      0.0178181
   18.4100      0.0190165      0.0186280      0.0177598
   18.4300      0.0186117      0.0186979      0.0177020
   18.4500      0.0200223      0.0191259      0.0176449
   18.4700      0.0182778      0.0191101      0.0175880
   18.4900      0.0197010      0.0190844      0.0175315
   18.5100      0.0189377      0.0184278      0.0174750
   18.5300      0.0184833      0.0181987      0.0174188
   18.5500      0.0167391      0.0176241      0.0173626
   18.5700      0.0171327      0.0172805      0.0173068
   18.5900      0.0168279      0.0169848      0.0172514
   18.6100      0.0172195      0.0168354      0.0171964
   18.6300      0.0170047      0.0165118      0.0171418
   18.6500      0.0159921      0.0162532      0.0170877
   18.6700      0.0155150      0.0159485      0.0170341
   18.6900      0.0155349      0.0155568      0.0169813
   18.7100      0.0156957      0.0155157      0.0169293
   18.7300      0.0150462      0.0156475      0.0168782
   18.7500      0.0157868      0.0160341      0.0168280
   18.7700      0.0161737      0.0163812      0.0167786
   18.7900      0.0174682      0.0168473      0.0167298
   18.8100      0.0174311      0.0172865      0.0166812
   18.8300      0.0173767      0.0175540      0.0166327
   18.8500      0.0179827      0.0176624      0.0165843
   18.8700      0.0175112      0.0177396      0.0165356
   18.8900      0.0180104      0.0179097      0.0164866
   18.9100      0.0178170      0.0180094      0.0164369
   18.9300      0.0182273      0.0181235      0.0163868
   18.9500      0.0184811      0.0179932      0.0163360
   18.9700      0.0180819      0.0179900      0.0162845
   18.9900      0.0173590      0.0176654      0.0162323
   19.0100      0.0178008      0.0174464      0.0161796
   19.0300      0.0166042      0.0172999      0.0161265
   19.0500      0.0173859      0.0171484      0.0160732
   19.0700      0.0173495      0.0170673      0.0160196
   19.0900      0.0166017      0.0169348      0.0159658
   19.1100      0.0173953      0.0167370      0.0159120
   19.1300      0.0159419      0.0167076      0.0158580
   19.1500      0.0163968      0.0165524      0.0158042
   19.1700      0.0172026      0.0162352      0.0157504
   19.1900      0.0158256      0.0162389      0.0156964
   19.2100      0.0158094      0.0160216      0.0156425
   19.2300      0.0159601      0.0156136      0.0155886
   19.2500      0.0153106      0.0152822      0.0155348
   19.2700      0.0151624      0.0150476      0.0154810
   19.2900      0.0141687      0.0150279      0.0154273
   19.3100      0.0146361      0.0150787      0.0153739
   19.3300      0.0158615      0.0149192      0.0153206
   19.3500      0.0155649      0.0150936      0.0152671
   19.3700      0.0143646      0.0151553      0.0152136
   19.3900      0.0150410      0.0149952      0.0151604
   19.4100      0.0149445      0.0148164      0.0151074
   19.4300      0.0150609      0.0149335      0.0150546
   19.4500      0.0146709      0.0150717      0.0150020
   19.4700      0.0149502      0.0150639      0.0149497
   19.4900      0.0157322      0.0149425      0.0148976
   19.5100      0.0149052      0.0149352      0.0148456
   19.5300      0.0144539      0.0149627      0.0147939
   19.5500      0.0146343      0.0146701      0.0147425
   19.5700      0.0150880      0.0147393      0.0146911
   19.5900      0.0142689      0.0148573      0.0146399
   19.6100      0.0152513      0.0148372      0.0145887
   19.6300      0.0150440      0.0147300      0.0145373
   19.6500      0.0145337      0.0145800      0.0144858
   19.6700      0.0145520      0.0145269      0.0144342
   19.6900      0.0135193      0.0144267      0.0143826
   19.7100      0.0149857      0.0143562      0.0143310
   19.7300      0.0145429      0.0143174      0.0142790
   19.7500      0.0141811      0.0143595      0.0142267
   19.7700      0.0143578      0.0139297      0.0141744
   19.7900      0.0137298      0.0137246      0.0141216
   19.8100      0.0128368      0.0133169      0.0140688
   19.8300      0.0135175      0.0128221      0.0140161
   19.8500      0.0121428      0.0126854      0.0139634
   19.8700      0.0118838      0.0125319      0.0139109
   19.8900      0.0130459      0.0123557      0.0138586
   19.9100      0.0120697      0.0124151      0.0138063
   19.9300      0.0126361      0.0122644      0.0137542
   19.9500      0.0124402      0.0120036      0.0137022
   19.9700      0.0111304      0.0118037      0.0136504
   19.9900      0.0117415      0.0113970      0.0135990
   20.0100      0.0110705      0.0110927      0.0135480
   20.0300      0.0106022      0.0109633      0.0134976
   20.0500      0.0109189      0.0109247      0.0134478
   20.0700      0.0104833      0.0108233      0.0133985
   20.0900      0.0115485      0.0109699      0.0133499
   20.1100      0.0105638      0.0111307      0.0133017
   20.1300      0.0113350      0.0113710      0.0132541
   20.1500      0.0117231      0.0114148      0.0132070
   20.1700      0.0116847      0.0116539      0.0131602
   20.1900      0.0117675      0.0119091      0.0131137
   20.2100      0.0117594      0.0120246      0.0130675
   20.2300      0.0126111      0.0123982      0.0130214
   20.2500      0.0123001      0.0127800      0.0129754
   20.2700      0.0135530      0.0131370      0.0129294
   20.2900      0.0136763      0.0132288      0.0128832
   20.3100      0.0135446      0.0135237      0.0128367
   20.3300      0.0130698      0.0136191      0.0127902
   20.3500      0.0137746      0.0137884      0.0127436
   20.3700      0.0140303      0.0141769      0.0126968
   20.3900      0.0145225      0.0144531      0.0126498
   20.4100      0.0154870      0.0145502      0.0126023
   20.4300      0.0144509      0.0146466      0.0125543
   20.4500      0.0142603      0.0146595      0.0125060
   20.4700      0.0145124      0.0142742      0.0124575
   20.4900      0.0145870      0.0141905      0.0124089
   20.5100      0.0135606      0.0139990      0.0123600
   20.5300      0.0140322      0.0137083      0.0123111
   20.5500      0.0133032      0.0134266      0.0122621
   20.5700      0.0130585      0.0132289      0.0122130
   20.5900      0.0131787      0.0129783      0.0121638
   20.6100      0.0125718      0.0129729      0.0121144
   20.6300      0.0127795      0.0127772      0.0120650
   20.6500      0.0132760      0.0125354      0.0120155
   20.6700      0.0120799      0.0123817      0.0119659
   20.6900      0.0119700      0.0122393      0.0119162
   20.7100      0.0118030      0.0119671      0.0118665
   20.7300      0.0120675      0.0118151      0.0118167
   20.7500      0.0119152      0.0116893      0.0117669
   20.7700      0.0113199      0.0115982      0.0117170
   20.7900      0.0113409      0.0114328      0.0116673
   20.8100      0.0113477      0.0112993      0.0116178
   20.8300      0.0112405      0.0111784      0.0115686
   20.8500      0.0112474      0.0109191      0.0115197
   20.8700      0.0107155      0.0107167      0.0114711
   20.8900      0.0100443      0.0106586      0.0114229
   20.9100      0.0103357      0.0103952      0.0113753
   20.9300      0.0109501      0.0103384      0.0113281
   20.9500      0.0099306      0.0102912      0.0112813
   20.9700      0.0104311      0.0103331      0.0112349
   20.9900      0.0098087      0.0102509      0.0111890
   21.0100      0.0105452      0.0103213      0.0111437
   21.0300      0.0105392      0.0102932      0.0110987
   21.0500      0.0102823      0.0103607      0.0110542
   21.0700      0.0102906      0.0105846      0.0110099
   21.0900      0.0101462      0.0107748      0.0109661
   21.1100      0.0116647      0.0110149      0.0109226
   21.1300      0.0114905      0.0112627      0.0108793
   21.1500      0.0114826      0.0115379      0.0108361
   21.1700      0.0115298      0.0115708      0.0107929
   21.1900      0.0115218      0.0115191      0.0107497
   21.2100      0.0118294      0.0116315      0.0107066
   21.2300      0.0112318      0.0114871      0.0106635
   21.2500      0.0120447      0.0114818      0.0106203
   21.2700      0.0108076      0.0113835      0.0105770
   21.2900      0.0114955      0.0112947      0.0105338
   21.3100      0.0113380      0.0110582      0.0104904
   21.3300      0.0107875      0.0110217      0.0104468
   21.3500      0.0108622      0.0108789      0.0104030
   21.3700      0.0106255      0.0106961      0.0103593
   21.3900      0.0107811      0.0106948      0.0103157
   21.4100      0.0104243      0.0107256      0.0102719
   21.4300      0.0107812      0.0107059      0.0102281
   21.4500      0.0110160      0.0106163      0.0101843
   21.4700      0.0105268      0.0106851      0.0101404
   21.4900      0.0103334      0.0107263      0.0100965
   21.5100      0.0107679      0.0106900      0.0100525
   21.5300      0.0109876      0.0106148      0.0100087
   21.5500      0.0108343      0.0106778      0.0099647
   21.5700      0.0101508      0.0105099      0.0099205
   21.5900      0.0106485      0.0103418      0.0098765
   21.6100      0.0099281      0.0102507      0.0098324
   21.6300      0.0101473      0.0103924      0.0097883
   21.6500      0.0103788      0.0101838      0.0097443
   21.6700      0.0108592      0.0101734      0.0097002
   21.6900      0.0096057      0.0101025      0.0096560
   21.7100      0.0098762      0.0099425      0.0096120
   21.7300      0.0097926      0.0096595      0.0095679
   21.7500      0.0095789      0.0094599      0.0095239
   21.7700      0.0094441      0.0092419      0.0094800
   21.7900      0.0086076      0.0090478      0.0094363
   21.8100      0.0087865      0.0088752      0.0093929
   21.8300      0.0088222      0.0087237      0.0093498
   21.8500      0.0087155      0.0087054      0.0093067
   21.8700      0.0086867      0.0085763      0.0092637
   21.8900      0.0085162      0.0084344      0.0092208
   21.9100      0.0081406      0.0083058      0.0091779
   21.9300      0.0081129      0.0080879      0.0091352
   21.9500      0.0080725      0.0080291      0.0090926
   21.9700      0.0075974      0.0080016      0.0090501
   21.9900      0.0082219      0.0079640      0.0090079
   22.0100      0.0080031      0.0078452      0.0089657
   22.0300      0.0079249      0.0078949      0.0089235
   22.0500      0.0074789      0.0078623      0.0088812
   22.0700      0.0078455      0.0078201      0.0088390
   22.0900      0.0080591      0.0078512      0.0087967
   22.1100      0.0077919      0.0078956      0.0087543
   22.1300      0.0080804      0.0079568      0.0087119
   22.1500      0.0077009      0.0079122      0.0086694
   22.1700      0.0081517      0.0079082      0.0086270
   22.1900      0.0078361      0.0077988      0.0085845
   22.2100      0.0077720      0.0077251      0.0085420
   22.2300      0.0075331      0.0074765      0.0084995
   22.2500      0.0073325      0.0073655      0.0084571
   22.2700      0.0069086      0.0073913      0.0084149
   22.2900      0.0072814      0.0074472      0.0083730
   22.3100      0.0079009      0.0074736      0.0083314
   22.3300      0.0078125      0.0076020      0.0082900
   22.3500      0.0074648      0.0076752      0.0082488
   22.3700      0.0075502      0.0075874      0.0082078
   22.3900      0.0076475      0.0074900      0.0081672
   22.4100      0.0074618      0.0074498      0.0081269
   22.4300      0.0073258      0.0075440      0.0080870
   22.4500      0.0072637      0.0075768      0.0080477
   22.4700      0.0080211      0.0076878      0.0080087
   22.4900      0.0078116      0.0077186      0.0079700
   22.5100      0.0080170      0.0078053      0.0079317
   22.5300      0.0074798      0.0077548      0.0078937
   22.5500      0.0076972      0.0077410      0.0078559
   22.5700      0.0077684      0.0075988      0.0078185
   22.5900      0.0077426      0.0077351      0.0077813
   22.6100      0.0073062      0.0077360      0.0077443
   22.6300      0.0081613      0.0077247      0.0077075
   22.6500      0.0077016      0.0076919      0.0076709
   22.6700      0.0077120      0.0079424      0.0076344
   22.6900      0.0075785      0.0078707      0.0075981
   22.7100      0.0085587      0.0078954      0.0075619
   22.7300      0.0078028      0.0078986      0.0075255
   22.7500      0.0078249      0.0080802      0.0074892
   22.7700      0.0077278      0.0081459      0.0074529
   22.7900      0.0084869      0.0082555      0.0074167
   22.8100      0.0088873      0.0082465      0.0073803
   22.8300      0.0083505      0.0083770      0.0073436
   22.8500      0.0077802      0.0082798      0.0073068
   22.8700      0.0083804      0.0081302      0.0072699
   22.8900      0.0080005      0.0079184      0.0072329
   22.9100      0.0081394      0.0077408      0.0071958
   22.9300      0.0072916      0.0074641      0.0071584
   22.9500      0.0068921      0.0073661      0.0071210
   22.9700      0.0069971      0.0071888      0.0070837
   22.9900      0.0075105      0.0070923      0.0070464
   23.0100      0.0072526      0.0072129      0.0070089
   23.0300      0.0068093      0.0072332      0.0069714
   23.0500      0.0074947      0.0072619      0.0069340
   23.0700      0.0070989      0.0072517      0.0068965
   23.0900      0.0076540      0.0073692      0.0068589
   23.1100      0.0072015      0.0072756      0.0068213
   23.1300      0.0073968      0.0072588      0.0067836
   23.1500      0.0070269      0.0071837      0.0067459
   23.1700      0.0070148      0.0071025      0.0067084
   23.1900      0.0072782      0.0069960      0.0066710
