 #r(A)        ρ(r)_raw       ρ_smooth(r)         Base
   57.8500      0.0009633      0.0009583      0.0010785
   57.9500      0.0008753      0.0008764      0.0010331
   58.0500      0.0007906      0.0007893      0.0009889
   58.1500      0.0007021      0.0007075      0.0009460
   58.2500      0.0006299      0.0006297      0.0009045
   58.3500      0.0005571      0.0005654      0.0008646
   58.4500      0.0005092      0.0005080      0.0008260
   58.5500      0.0004578      0.0004628      0.0007890
   58.6500      0.0004214      0.0004212      0.0007534
   58.7500      0.0003844      0.0003861      0.0007193
   58.8500      0.0003525      0.0003553      0.0006865
   58.9500      0.0003290      0.0003356      0.0006551
   59.0500      0.0003253      0.0003287      0.0006249
   59.1500      0.0003317      0.0003273      0.0005958
   59.2500      0.0003250      0.0003264      0.0005678
   59.3500      0.0003225      0.0003217      0.0005407
   59.4500      0.0003177      0.0003177      0.0005145
   59.5500      0.0003129      0.0003105      0.0004891
   59.6500      0.0003008      0.0003050      0.0004644
   59.7500      0.0003013      0.0002945      0.0004404
   59.8500      0.0002813      0.0002804      0.0004171
   59.9500      0.0002584      0.0002545      0.0003945
   60.0500      0.0002238      0.0002233      0.0003726
   60.1500      0.0001878      0.0001894      0.0003514
   60.2500      0.0001567      0.0001576      0.0003311
   60.3500      0.0001282      0.0001303      0.0003117
   60.4500      0.0001060      0.0001081      0.0002931
   60.5500      0.0000901      0.0000908      0.0002755
   60.6500      0.0000762      0.0000782      0.0002588
   60.7500      0.0000684      0.0000673      0.0002431
   60.8500      0.0000574      0.0000584      0.0002282
   60.9500      0.0000493      0.0000490      0.0002142
   61.0500      0.0000404      0.0000416      0.0002010
   61.1500      0.0000352      0.0000360      0.0001884
   61.2500      0.0000324      0.0000322      0.0001766
   61.3500      0.0000289      0.0000289      0.0001653
   61.4500      0.0000253      0.0000251      0.0001546
   61.5500      0.0000211      0.0000208      0.0001444
   61.6500      0.0000161      0.0000156      0.0001346
   61.7500      0.0000096      0.0000104      0.0001252
   61.8500      0.0000055      0.0000059      0.0001163
   61.9500      0.0000025      0.0000030      0.0001077
   62.0500      0.0000009      0.0000012      0.0000996
   62.1500      0.0000001      0.0000003      0.0000918
   62.2500      0.0000000      0.0000000      0.0000844
   62.3500      0.0000000      0.0000000      0.0000775
   62.4500      0.0000000      0.0000000      0.0000710
   62.5500      0.0000000      0.0000000      0.0000649
   62.6500      0.0000000      0.0000000      0.0000592
   62.7500      0.0000000      0.0000000      0.0000540
   62.8500      0.0000000      0.0000000      0.0000492
   62.9500      0.0000000      0.0000000      0.0000449
   63.0500      0.0000000      0.0000000      0.0000408
   63.1500      0.0000000      0.0000000      0.0000372
   63.2500      0.0000000      0.0000000      0.0000338
   63.3500      0.0000000      0.0000000      0.0000307
   63.4500      0.0000000      0.0000000      0.0000278
   63.5500      0.0000000      0.0000000      0.0000252
   63.6500      0.0000000      0.0000000      0.0000227
   63.7500      0.0000000      0.0000000      0.0000204
   63.8500      0.0000000      0.0000000      0.0000183
   63.9500      0.0000000      0.0000000      0.0000163
   64.0500      0.0000000      0.0000000      0.0000145
   64.1500      0.0000000      0.0000000      0.0000128
   64.2500      0.0000000      0.0000000      0.0000112
   64.3500      0.0000000      0.0000000      0.0000098
   64.4500      0.0000000      0.0000000      0.0000084
   64.5500      0.0000000      0.0000000      0.0000072
   64.6500      0.0000000      0.0000000      0.0000062
   64.7500      0.0000000      0.0000000      0.0000052
   64.8500      0.0000000      0.0000000      0.0000043
   64.9500      0.0000000      0.0000000      0.0000036
   65.0500      0.0000000      0.0000000      0.0000030
   65.1500      0.0000000      0.0000000      0.0000025
   65.2500      0.0000000      0.0000000      0.0000020
   65.3500      0.0000000      0.0000000      0.0000017
   65.4500      0.0000000      0.0000000      0.0000014
   65.5500      0.0000000      0.0000000      0.0000011
   65.6500      0.0000000      0.0000000      0.0000009
   65.7500      0.0000000      0.0000000      0.0000007
   65.8500      0.0000000      0.0000000      0.0000006
   65.9500      0.0000000      0.0000000      0.0000004
   66.0500      0.0000000      0.0000000      0.0000003
   66.1500      0.0000000      0.0000000      0.0000002
   66.2500      0.0000000      0.0000000      0.0000002
   66.3500      0.0000000      0.0000000      0.0000001
   66.4500      0.0000000      0.0000000      0.0000001
   66.5500      0.0000000      0.0000000      0.0000000
   66.6500      0.0000000      0.0000000      0.0000000
   66.7500      0.0000000      0.0000000      0.0000000
   66.8500      0.0000000      0.0000000      0.0000000
   66.9500      0.0000000      0.0000000      0.0000000
   67.0500      0.0000000      0.0000000      0.0000000
   67.1500      0.0000000      0.0000000      0.0000000
   67.2500      0.0000000      0.0000000      0.0000000
   67.3500      0.0000000      0.0000000      0.0000000
   67.4500      0.0000000      0.0000000      0.0000000
   67.5500      0.0000000      0.0000000      0.0000000
   67.6500      0.0000000      0.0000000      0.0000000
   67.7500      0.0000000      0.0000000      0.0000000
   67.8500      0.0000000      0.0000000      0.0000000
   67.9500      0.0000000      0.0000000      0.0000000
   68.0500      0.0000000      0.0000000      0.0000000
   68.1500      0.0000000      0.0000000      0.0000000
   68.2500      0.0000000      0.0000000      0.0000000
   68.3500      0.0000000      0.0000000      0.0000000
   68.4500      0.0000000      0.0000000      0.0000000
   68.5500      0.0000000      0.0000000      0.0000000
   68.6500      0.0000000      0.0000000      0.0000000
   68.7500      0.0000000      0.0000000      0.0000000
   68.8500      0.0000000      0.0000000      0.0000000
   68.9500      0.0000000      0.0000000      0.0000000
   69.0500      0.0000000      0.0000000      0.0000000
   69.1500      0.0000000      0.0000000      0.0000000
   69.2500      0.0000000      0.0000000      0.0000000
   69.3500      0.0000000      0.0000000      0.0000000
   69.4500      0.0000000      0.0000000      0.0000000
   69.5500      0.0000000      0.0000000      0.0000000
   69.6500      0.0000000      0.0000000      0.0000000
   69.7500      0.0000000      0.0000000      0.0000000
   69.8500      0.0000000      0.0000000      0.0000000
   69.9500      0.0000000      0.0000000      0.0000000
   70.0500      0.0000000      0.0000000      0.0000000
   70.1500      0.0000000      0.0000000      0.0000000
   70.2500      0.0000000      0.0000000      0.0000000
   70.3500      0.0000000      0.0000000      0.0000000
   70.4500      0.0000000      0.0000000      0.0000000
   70.5500      0.0000000      0.0000000      0.0000000
   70.6500      0.0000000      0.0000000      0.0000000
   70.7500      0.0000000      0.0000000      0.0000000
   70.8500      0.0000000      0.0000000      0.0000000
   70.9500      0.0000000      0.0000000      0.0000000
   71.0500      0.0000000      0.0000000      0.0000000
   71.1500      0.0000000      0.0000000      0.0000000
   71.2500      0.0000000      0.0000000      0.0000000
   71.3500      0.0000000      0.0000000      0.0000000
   71.4500      0.0000000      0.0000000      0.0000000
   71.5500      0.0000000      0.0000000      0.0000000
   71.6500      0.0000000      0.0000000      0.0000000
   71.7500      0.0000000      0.0000000      0.0000000
   71.8500      0.0000000      0.0000000      0.0000000
   71.9500      0.0000000      0.0000000      0.0000000
